BMG_ID,Occupancy,Household Ownership,Landlord Type,Green Energy,Eco Type,Gas Supply,Smart Meter,Meter Reading Frequency,Primary Heating,EV,Property Type,Number of bedrooms,Main Heating System,Water Heating System,Appliances,Number of Appliances
956641904,1.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Room thermostats",Other,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner",11
956642161,2.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,3.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, PC/laptop, Vacuum cleaner, Bath, Power shower, Hair drier",15
956642211,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Games console, Handheld devices, Vacuum cleaner, Bath, Electric blanket",15
956642270,2.0,Rent,Private landlord,Unknown,No,No,Unknown,Unknown,Unknown,No,Terraced,,Unknown,Unknown,"Combined washing machine and tumble dryer, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Shower",13
956642373,2.0,Rent,Housing association,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Mobile phones, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",15
956642411,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Handheld devices, Vacuum cleaner, Bath, Power shower, Shower, Hair drier",18
956642450,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,Room thermostats,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Gas oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Shower",16
956642477,2.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), PC/laptop, Plug in electric heater, Bath, Power shower",13
956642575,1.0,Own,Unknown,No,No,Mains,Both,Asked to by provider,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Kettle, Microwave, Games console, Dehumidifier, Vacuum cleaner, Bath, Shower, Hair drier",15
956642640,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,5.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Fridge, Toaster, Kettle, Dehumidifier, Bath, Power shower, Shower, Electric blanket",12
956642750,1.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Shower",21
956643197,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Vacuum cleaner, Bath, Shower, Hair drier",13
956643365,2.0,Mortgage,Unknown,No,Economy 7,Mains,Smart electricity meter,When billed,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower",14
956643457,2.0,Own,Unknown,No,No,Mains,Both,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Thermostatic radiator valves",Electric immersion heater,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Plug in electric heater, Electric blanket",12
956643556,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, Bath, Shower, Hair drier",13
956644600,2.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Fridge, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Shower, Hair drier",15
956644726,1.0,Rent,Private landlord,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Electric immersion heater, Gas or oil direct heating","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",15
956645162,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,Unknown,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",20
956645235,2.0,Mortgage,Unknown,No,Unknown,Mains,Smart electricity meter,Regularly,Unknown,No,Semi detached,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",17
956645368,1.0,Rent,Housing association,Unknown,Unknown,Unknown,No,Regularly,Electric Heater,No,Shared house,2.0,Unknown,Unknown,"Coffee-maker, Standalone washing machine, Electric oven, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Cooling fans, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",16
956645382,1.0,Rent,Private landlord,Unknown,Unknown,Mains,No,Do not read,Electric Heater,No,Shared house,1.0,Programmer/timer,Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Mobile phones, PC/laptop, Handheld devices, Cooling fans, Shower, Electric blanket, Hair drier",16
956645597,2.0,Rent,Other,No,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Other,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Games console, PC/laptop, Vacuum cleaner, Bath, Power shower, Shower, Electric blanket, Hair drier",18
956645687,1.0,Rent,Unknown,No,No,Mains,No,Do not read,Gas boiler,No,Terraced,5.0,"Programmer/timer, Room thermostats, Thermostatic radiator valves",Other,"Coffee-maker, Standalone washing machine, Dishwasher, Electric hob, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Plug in electric heater, Vacuum cleaner, Bath, Shower",15
956645785,2.0,Rent,Housing association,No,No,Mains,No,Do not read,Gas boiler,No,Terraced,5.0,Room thermostats,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Power shower, Hair drier",13
956645791,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,Programmer/timer,"Electric immersion heater, Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Handheld devices, Air conditioning unit, Vacuum cleaner, Bath",12
956645900,1.0,Rent,Private landlord,No,No,Mains,Both,When billed,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Coffee-maker, Combined washing machine and tumble dryer, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Bath, Power shower, Hair drier",15
956645971,2.0,Own,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Semi detached,5.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Handheld devices, Vacuum cleaner, Bath, Shower, Electric blanket",14
956646108,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,"Programmer/timer, Room thermostats",Gas or oil direct heating,"Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Vacuum cleaner, Bath, Shower, Hair drier",16
956646260,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Other,"Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, PC/laptop, Vacuum cleaner, Bath, Power shower, Shower, Hair drier",16
956646445,2.0,Mortgage,Unknown,No,No,LPG,No,Do not read,Gas boiler,No,Terraced,2.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Shower, Hair drier",14
956646510,2.0,Mortgage,Unknown,Unknown,No,Mains,Unknown,Asked to by provider,Gas boiler,,,,Single house thermostat,"Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Plug in electric heater, Vacuum cleaner, Shower",14
956646578,2.0,Mortgage,Unknown,No,No,Mains,Smart electricity meter,When billed,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Games console, Dehumidifier, Vacuum cleaner, Bath, Power shower",17
956646655,1.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Handheld devices, Cooling fans, Plug in electric heater, Bath, Power shower, Shower, Hair drier",18
956646705,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Plug in electric heater, Vacuum cleaner, Shower",15
956646721,1.0,Own,Unknown,Yes,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Air conditioning unit, Cooling fans, Dehumidifier, Vacuum cleaner, Bath, Power shower, Shower, Electric blanket, Hair drier",21
956646737,1.0,Mortgage,Unknown,No,No,Mains,No,Do not read,Gas boiler,No,Terraced,3.0,Single house thermostat,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Standalone freezer, Toaster, Kettle, Microwave, Handheld devices, Cooling fans, Vacuum cleaner, Bath, Shower",14
956646749,2.0,Rent,Private landlord,Unknown,No,No,Smart electricity meter,Do not read,Electric Heater,No,Flat,5.0,None,Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Vacuum cleaner, Bath, Hair drier",15
956646870,1.0,Mortgage,Unknown,No,No,Mains,Both,Electricity bills,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, Vacuum cleaner, Bath, Shower, Hair drier",14
956646880,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Fridge-freezer, Standalone freezer, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Air conditioning unit, Vacuum cleaner, Bath, Shower",12
956646923,1.0,Mortgage,Unknown,No,Unknown,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Handheld devices, Vacuum cleaner, Bath, Shower",14
956646924,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Bath, Shower",11
956646929,2.0,Rent,Council,Unknown,No,Mains,No,Electricity bills,Gas boiler,No,Semi detached,2.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, PC/laptop, Vacuum cleaner, Bath, Hair drier",13
956647053,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Dehumidifier, Plug in electric heater, Vacuum cleaner, Bath, Power shower",16
956647150,1.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,Programmer/timer,"Gas, oil or solid fuel","Coffee-maker, Combined washing machine and tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Plug in electric heater, Vacuum cleaner",15
956647224,1.0,Own,Unknown,No,No,No,Smart electricity meter,Electricity bills,Oil,No,Detached,5.0,Single house thermostat,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Dehumidifier, Plug in electric heater, Vacuum cleaner, Bath, Hair drier",18
956647378,1.0,Mortgage,Unknown,No,No,Mains,Smart electricity meter,Asked to by provider,Gas boiler,No,Semi detached,10.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Coffee-maker, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Handheld devices, Vacuum cleaner, Bath, Shower",16
956647798,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,Unknown,Regularly,Unknown,No,Semi detached,3.0,Unknown,"Gas, oil or solid fuel","Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, TV with a screen less than 21 inches, Mobile phones, PC/laptop, Plug in electric heater, Vacuum cleaner",11
956648011,1.0,Mortgage,Unknown,Unknown,No,Mains,Both,Regularly,Other,No,Detached,3.0,Unknown,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Vacuum cleaner, Shower, Hair drier",15
956648098,2.0,Rent,Housing association,Unknown,No,Mains,Unknown,Do not read,Gas boiler,No,Flat,2.0,Single house thermostat,Electric immersion heater,"Standalone washing machine, Electric hob, Fridge-freezer, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Mobile phones, Handheld devices, Cooling fans, Vacuum cleaner, Bath, Hair drier",12
956648364,2.0,Own,Unknown,No,No,No,No,When billed,Oil,No,Semi detached,3.0,"Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Shower, Hair drier",13
956648886,1.0,Own,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Detached,4.0,Programmer/timer,"Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath",14
956649000,2.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,5.0,Programmer/timer,"Electric immersion heater, Gas or oil direct heating","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath",14
956649074,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Plug in electric heater, Vacuum cleaner, Power shower",15
956649275,1.0,Mortgage,Unknown,No,No,No,No,When billed,Other electricity,No,Detached,5.0,Programmer/timer,Other,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Standalone freezer, Toaster, Kettle, Microwave, Games console, Power shower",12
956649535,1.0,Rent,Private landlord,Unknown,Unknown,Mains,Unknown,Electricity bills,Gas boiler,,,,Programmer/timer,Unknown,Unknown,0
956649655,1.0,Rent,Council,No,No,Mains,Both,Do not read,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Plug in electric heater, Vacuum cleaner, Bath",15
956649966,1.0,Rent,Private landlord,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Gas oven, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Shower, Hair drier",12
956650167,2.0,Rent,Council,Yes,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,2.0,Programmer/timer,Electric immersion heater,"Coffee-maker, Standalone washing machine, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower, Hair drier",15
956650423,1.0,Rent,Housing association,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Fridge-freezer, Standalone freezer, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower, Hair drier",9
956650622,2.0,Rent,Council,Unknown,Unknown,Mains,Unknown,Unknown,Gas boiler,No,Terraced,3.0,Unknown,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",17
956650652,2.0,Mortgage,Unknown,No,No,No,Smart electricity meter,Regularly,Oil,No,Detached,6.0,"Programmer/timer, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, Games console, Bath, Electric blanket, Hair drier",13
956650867,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,5.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Microwave, TV with a screen less than 21 inches, Cooling fans, Bath, Shower",12
956650870,2.0,Own,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,3.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Games console, Vacuum cleaner",14
956650976,2.0,Rent,Housing association,Unknown,Unknown,Mains,No,Do not read,Gas boiler,No,Terraced,1.0,Thermostatic radiator valves,Electric immersion heater,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Toaster, Kettle, Microwave, Vacuum cleaner, Bath, Power shower, Hair drier",14
956650992,2.0,Own,Unknown,Unknown,Unknown,Mains,No,When billed,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Coffee-maker, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",17
956651240,2.0,Rent,Private landlord,Yes,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Vacuum cleaner, Bath",14
956651392,2.0,Mortgage,Unknown,No,Unknown,Mains,No,Electricity bills,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Handheld devices, Vacuum cleaner, Bath, Power shower, Shower",15
956651459,2.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat","Gas, oil or solid fuel","Combined washing machine and tumble dryer, Dishwasher, Gas hob, Gas oven, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Power shower, Shower, Electric blanket, Hair drier",16
956651544,2.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, PC/laptop, Vacuum cleaner",15
956651618,2.0,Mortgage,Unknown,No,No,Mains,Unknown,When billed,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Coffee-maker, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",17
956651801,2.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas, oil or solid fuel","Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, PC/laptop, Handheld devices, Vacuum cleaner, Power shower",12
